_ID,COUNTRYCODE,VIN,WARNING_WARNINGLIGHTTYPE_CODE,WARNING_WARNINGLIGHTTYPE_DESCRIPTION,WARNING_WARNINGLIGHTTYPE_SYMBOL,WARNING_WARNINGLIGHTTYPE_PRIORITY,WARNING_TIMESTAMP,WARNING_MILEAGE_VALUE,WARNING_MILEAGE_UNIT,PRIORITY
VF4008953897-77-101,be,991533b2f2c87e553,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:05:42.000,17207,KM,Major
VF4008953897-79-101,be,2a6e437bc4a28c087,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:06:29.000,17207,KM,Major
VF4008953897-81-101,be,639d617de4ddf7562,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:07:16.000,17207,KM,Major
VF4008953897-83-101,be,dd7f66ceaad355395,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:08:03.000,17207,KM,Major
VF4008953897-85-101,be,1af6be0c25a5b3e71,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:08:49.000,17207,KM,Major
VF4008953897-87-101,be,61c86d8aca107fa70,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:09:37.000,17207,KM,Major
VF4008953897-89-101,be,d414f6213dba67e4e,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:10:23.000,17207,KM,Major
VF4008953897-91-101,be,85bc19ddc6d0a0f5a,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:11:09.000,17226,KM,Major
VF4008953897-93-101,be,946d3554547e141ab,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:11:56.000,17226,KM,Major
VF4005386699-02-006,it,7c59f08b78192f98a,46,Automatic High Beam System,SMBW,2,2024-08-02 13:52:49.000,21159,KM,Major
VF4009286913-01-006,it,8d7caa350a35c4f0f,46,Automatic High Beam System,SMBW,2,2024-08-02 13:57:18.000,21159,KM,Major
VF4005386699-02-134,it,f895fc67b7f381e6c,103,Pre-Collision System,MET_PCSW,2,2024-08-02 13:52:49.000,21159,KM,Major
VF4005386699-02-138,it,c31a61948ef87a723,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 13:52:49.000,21159,KM,Major
VF4005386699-02-173,it,b63ba1037d8ee05db,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:52:49.000,21159,KM,Minor
VF4009309607-01-034,be,be41f3b04a7a668c0,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 18:27:50.000,14049,KM,Minor
VF4009244688-01-099,it,6757761a2cc66cb8a,13,Vehicle Stability Control System,VSCW,2,2024-08-02 06:49:15.000,3526,KM,Major
VF4009244688-01-101,it,6757761a2cc66cb8a,73,Secondary Crash Brake System,MCMW,2,2024-08-02 06:49:15.000,3526,KM,Major
VF4009306437-01-112,it,7c59f08b78192f98a,38,Tire low pressure warning,TILW,4,2024-08-02 17:34:28.000,5383,KM,Information
VF4009247281-01-112,gb,7b12387fbb0db2386,38,Tire low pressure warning,TILW,4,2024-08-02 07:19:42.000,2561,MI,Information
VF4009304091-01-099,gb,0ec9dbc1eb27edd0c,13,Vehicle Stability Control System,VSCW,2,2024-08-02 17:00:55.000,2569,MI,Major
VF4009304091-01-101,gb,32579f20253685539,73,Secondary Crash Brake System,MCMW,2,2024-08-02 17:00:55.000,2569,MI,Major
VF4009304152-01-112,gb,4d14df2bfa5d9e9e8,38,Tire low pressure warning,TILW,4,2024-08-02 17:01:46.000,2569,MI,Information
VF4009259938-01-099,de,c31a61948ef87a723,13,Vehicle Stability Control System,VSCW,2,2024-08-02 09:26:44.000,2,KM,Major
VF4009259938-01-101,de,92bc40a23aa1e8439,73,Secondary Crash Brake System,MCMW,2,2024-08-02 09:26:44.000,2,KM,Major
VF4009305589-01-173,gb,ed6f38fc735f1c836,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 17:21:35.000,2184,MI,Minor
VF4009305758-01-173,gb,6e6ae8407a23e31ec,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 17:24:02.000,2184,MI,Minor
VF4009306756-01-112,fr,9aa610638302ffb2c,38,Tire low pressure warning,TILW,4,2024-08-02 17:39:47.000,4883,KM,Information
VF4009243105-01-173,it,24355faaa829ad95d,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 06:29:26.000,1627,KM,Minor
VF4009260421-01-112,fr,53408a38a82ece0ac,38,Tire low pressure warning,TILW,4,2024-08-02 09:32:47.000,3,KM,Information
VF4009247756-01-099,,9982fd6aedc8f4ad5,13,Vehicle Stability Control System,VSCW,2,2024-08-02 07:24:31.000,,,Major
